customerid,joindate,city,segment,support_tickets
CUST_01656,2021-03-25,Jeddah,Corporate,0
CUST_01657,2020-04-12,Medina,Retail,0
CUST_01658,2022-06-19,Mecca,Retail,0
CUST_01659,2020-04-01,Medina,VIP,0
CUST_01660,2022-04-06,Mecca,Retail,0
CUST_01661,2021-10-17,Dammam,Retail,0
CUST_01662,2020-06-27,Medina,Retail,0
CUST_01663,2022-01-04,Mecca,Retail,0
CUST_01664,2022-04-26,Dammam,Retail,0
CUST_01665,2020-08-29,Jeddah,Retail,0
CUST_01666,2020-04-07,Medina,Retail,1
CUST_01667,2021-07-06,Medina,Retail,1
CUST_01668,2021-11-06,Jeddah,Retail,0
CUST_01669,2022-03-26,Jeddah,Retail,2
CUST_01670,2021-04-30,Mecca,Retail,0
CUST_01671,2020-02-14,Riyadh,Retail,0
CUST_01672,2021-03-21,Dammam,Retail,1
CUST_01673,2022-02-15,Mecca,Retail,1
CUST_01674,2021-07-04,Jeddah,Retail,0
CUST_01675,2021-06-11,Riyadh,Retail,0
CUST_01676,2021-03-31,Medina,Retail,0
CUST_01677,2022-02-04,Dammam,Retail,0
CUST_01678,2020-08-21,Riyadh,Retail,0
CUST_01679,2020-07-23,Mecca,VIP,0
CUST_01680,2021-08-22,Mecca,Retail,0
CUST_01681,2020-08-09,Medina,Retail,0
CUST_01682,2020-05-19,Mecca,Retail,0
CUST_01683,2020-10-03,Jeddah,Retail,0
CUST_01684,2021-08-05,Riyadh,Retail,0
CUST_01685,2021-04-21,Mecca,Retail,1
CUST_01686,2020-08-13,Dammam,Retail,1
CUST_01687,2021-10-15,Medina,Corporate,0
CUST_01688,2021-07-20,Jeddah,Retail,1
CUST_01689,2021-05-15,Jeddah,Retail,1
CUST_01690,2020-10-12,Riyadh,Retail,1
CUST_01691,2020-09-09,Jeddah,Retail,0
CUST_01692,2021-08-28,Jeddah,Corporate,1
CUST_01693,2021-03-03,Riyadh,Retail,0
CUST_01694,2022-02-26,Medina,Retail,0
CUST_01695,2021-05-05,Riyadh,Retail,0
CUST_01696,2021-07-25,Riyadh,Retail,0
CUST_01697,2020-08-11,Jeddah,Retail,0
CUST_01698,2020-04-02,Riyadh,Retail,0
CUST_01699,2021-12-21,Mecca,VIP,1
CUST_01700,2020-01-25,Mecca,Retail,0
CUST_01701,2021-12-21,Mecca,Retail,1
CUST_01702,2021-10-03,Mecca,Retail,0
CUST_01703,2021-10-04,Riyadh,Retail,0
CUST_01704,2021-06-27,Riyadh,Retail,1
CUST_01705,2021-12-15,Medina,Retail,1
CUST_01706,2022-03-17,Riyadh,Retail,0
CUST_01707,2020-02-26,Medina,Corporate,0
CUST_01708,2020-02-22,Riyadh,Retail,0
CUST_01709,2020-02-11,Dammam,Retail,0
CUST_01710,2021-12-22,Riyadh,Retail,1
CUST_01711,2020-05-21,Dammam,Retail,0
CUST_01712,2021-05-04,Medina,VIP,1
CUST_01713,2022-02-10,Jeddah,Retail,1
CUST_01714,2021-05-30,Mecca,Retail,0
CUST_01715,2020-12-19,Mecca,Retail,0
CUST_01716,2020-05-05,Mecca,Retail,0
CUST_01717,2021-06-29,Dammam,Retail,0
CUST_01718,2021-11-20,Riyadh,Retail,1
CUST_01719,2020-03-30,Riyadh,Retail,0
CUST_01720,2020-03-19,Riyadh,Retail,0
CUST_01721,2020-05-31,Mecca,Retail,0
CUST_01722,2021-10-04,Riyadh,Retail,2
CUST_01723,2021-07-08,Jeddah,Retail,0
CUST_01724,2022-01-25,Riyadh,Retail,0
CUST_01725,2022-06-11,Jeddah,VIP,0
CUST_01726,2020-12-09,Mecca,Retail,0
CUST_01727,2022-03-16,Dammam,Retail,0
CUST_01728,2021-06-26,Medina,Retail,0
CUST_01729,2020-05-15,Dammam,Retail,0
CUST_01730,2021-05-10,Dammam,Corporate,1
CUST_01731,2020-02-18,Jeddah,Retail,0
CUST_01732,2020-06-19,Medina,Corporate,1
CUST_01733,2020-10-19,Jeddah,Corporate,1
CUST_01734,2021-12-10,Jeddah,Retail,0
CUST_01735,2020-11-20,Medina,Retail,0
CUST_01736,2020-07-07,Jeddah,Retail,0
CUST_01737,2020-11-20,Dammam,Retail,0
CUST_01738,2020-06-15,Medina,Retail,2
CUST_01739,2021-02-18,Mecca,Retail,2
CUST_01740,2020-11-23,Jeddah,Retail,1
CUST_01741,2021-06-03,Dammam,Retail,0
CUST_01742,2020-10-23,Medina,Retail,1
CUST_01743,2022-01-16,Mecca,Retail,0
CUST_01744,2021-05-05,Riyadh,Retail,0
CUST_01745,2020-11-11,Riyadh,Retail,1
CUST_01746,2021-04-01,Dammam,Retail,0
CUST_01747,2021-10-18,Jeddah,Retail,0
CUST_01748,2022-02-24,Dammam,Retail,0
CUST_01749,2022-05-19,Mecca,Retail,2
CUST_01750,2021-06-08,Mecca,Retail,0
CUST_01751,2021-09-11,Medina,Corporate,2
CUST_01752,2021-01-04,Mecca,Retail,1
CUST_01753,2021-01-13,Mecca,Retail,0
CUST_01754,2020-12-25,Dammam,Corporate,1
CUST_01755,2020-03-30,Jeddah,Retail,0
CUST_01756,2021-03-01,Mecca,Retail,1
CUST_01757,2021-03-10,Mecca,Retail,0
CUST_01758,2020-03-29,Jeddah,Retail,0
CUST_01759,2022-06-07,Medina,Corporate,0
CUST_01760,2021-08-27,Mecca,Retail,0
CUST_01761,2020-10-06,Mecca,Retail,0
CUST_01762,2021-08-04,Jeddah,Retail,1
CUST_01763,2020-10-23,Medina,Retail,1
CUST_01764,2020-11-05,Medina,Retail,0
CUST_01765,2021-04-19,Jeddah,Retail,0
CUST_01766,2020-09-25,Dammam,Corporate,1
CUST_01767,2021-04-28,Riyadh,Retail,1
CUST_01768,2021-03-03,Jeddah,Retail,0
CUST_01769,2020-09-07,Riyadh,Retail,0
CUST_01770,2020-03-09,Medina,Retail,0
CUST_01771,2021-08-02,Mecca,VIP,0
CUST_01772,2021-05-02,Riyadh,Retail,1
CUST_01773,2020-01-18,Dammam,Retail,0
CUST_01774,2020-11-23,Mecca,VIP,0
CUST_01775,2020-06-16,Riyadh,Retail,0
CUST_01776,2020-12-30,Riyadh,Retail,0
CUST_01777,2020-03-19,Medina,Retail,0
CUST_01778,2022-02-22,Riyadh,Retail,0
CUST_01779,2020-11-26,Dammam,VIP,0
CUST_01780,2020-11-04,Dammam,Retail,0
CUST_01781,2020-04-08,Medina,Retail,1
CUST_01782,2020-01-14,Jeddah,Retail,0
CUST_01783,2021-05-11,Mecca,Retail,2
CUST_01784,2020-04-14,Jeddah,Retail,0
CUST_01785,2020-07-11,Medina,Retail,1
CUST_01786,2021-06-22,Medina,Retail,1
CUST_01787,2022-04-01,Riyadh,Retail,2
CUST_01788,2020-04-29,Jeddah,Corporate,0
CUST_01789,2020-11-15,Dammam,Retail,0
CUST_01790,2021-09-03,Medina,Retail,0
CUST_01791,2021-12-27,Dammam,Retail,1
CUST_01792,2020-08-15,Jeddah,VIP,0
CUST_01793,2020-08-20,Dammam,Retail,0
CUST_01794,2020-03-21,Mecca,Retail,1
CUST_01795,2020-03-20,Riyadh,Retail,1
CUST_01796,2020-02-13,Jeddah,Retail,1
CUST_01797,2021-06-09,Medina,Retail,0
CUST_01798,2020-09-16,Riyadh,Retail,0
CUST_01799,2022-02-11,Riyadh,Retail,2
CUST_01800,2020-07-29,Medina,Corporate,0
CUST_01801,2020-12-25,Riyadh,Retail,1
CUST_01802,2020-10-11,Medina,Retail,0
CUST_01803,2021-05-27,Medina,Retail,0
CUST_01804,2020-04-11,Medina,Retail,0
CUST_01805,2022-01-02,Jeddah,Corporate,0
CUST_01806,2022-02-11,Medina,Retail,1
CUST_01807,2020-08-07,Medina,VIP,0
CUST_01808,2021-12-15,Medina,Retail,0
CUST_01809,2020-04-19,Jeddah,VIP,3
CUST_01810,2021-03-10,Jeddah,Retail,0
CUST_01811,2022-02-18,Dammam,Retail,0
CUST_01812,2020-05-19,Mecca,Retail,1
CUST_01813,2021-07-24,Riyadh,Retail,0
CUST_01814,2021-01-29,Dammam,Retail,1
CUST_01815,2021-12-04,Mecca,Retail,0
CUST_01816,2022-05-25,Mecca,Retail,0
CUST_01817,2022-05-11,Mecca,Corporate,0
CUST_01818,2020-01-14,Mecca,Retail,0
CUST_01819,2021-06-19,Riyadh,Retail,0
CUST_01820,2021-12-12,Medina,Corporate,1
CUST_01821,2020-06-21,Riyadh,Retail,0
CUST_01822,2020-07-24,Medina,VIP,0
CUST_01823,2020-08-26,Mecca,Retail,0
CUST_01824,2021-12-31,Medina,Retail,1
CUST_01825,2022-03-31,Mecca,Retail,0
CUST_01826,2021-02-18,Mecca,Retail,0
CUST_01827,2021-04-10,Riyadh,Retail,0
CUST_01828,2020-08-24,Jeddah,Retail,1
CUST_01829,2022-04-30,Riyadh,Retail,0
CUST_01830,2020-07-02,Mecca,Retail,0
CUST_01831,2020-11-06,Medina,Retail,1
CUST_01832,2021-11-07,Medina,Retail,1
CUST_01833,2020-07-25,Dammam,Retail,0
CUST_01834,2020-09-24,Medina,Retail,1
CUST_01835,2021-07-13,Riyadh,Corporate,0
CUST_01836,2021-03-16,Riyadh,Retail,0
CUST_01837,2021-01-20,Mecca,Retail,0
CUST_01838,2021-07-24,Dammam,VIP,0
CUST_01839,2021-03-17,Jeddah,Retail,0
CUST_01840,2022-02-21,Riyadh,Retail,0
CUST_01841,2021-07-21,Medina,Retail,0
CUST_01842,2022-05-24,Jeddah,Retail,0
CUST_01843,2021-05-21,Medina,Corporate,0
CUST_01844,2020-12-27,Dammam,Retail,0
CUST_01845,2020-02-16,Jeddah,VIP,0
CUST_01846,2022-01-29,Medina,Retail,1
CUST_01847,2020-12-15,Mecca,Retail,0
CUST_01848,2020-12-31,Mecca,Retail,0
CUST_01849,2020-09-10,Jeddah,Retail,0
CUST_01850,2021-12-05,Riyadh,VIP,0
CUST_01851,2020-06-22,Riyadh,Retail,0
CUST_01852,2021-11-04,Mecca,Retail,2
CUST_01853,2020-09-30,Riyadh,Retail,0
CUST_01854,2020-11-20,Mecca,Retail,0
CUST_01855,2020-04-10,Mecca,Retail,0
CUST_01856,2020-12-10,Mecca,Retail,1
CUST_01857,2020-12-13,Jeddah,Retail,0
CUST_01858,2021-03-22,Jeddah,Retail,1
CUST_01859,2022-03-17,Riyadh,VIP,0
CUST_01860,2020-10-21,Dammam,Retail,3
CUST_01861,2021-02-15,Jeddah,Retail,2
CUST_01862,2022-01-04,Medina,Retail,0
CUST_01863,2020-03-09,Medina,VIP,0
CUST_01864,2020-08-02,Dammam,Retail,0
CUST_01865,2020-11-05,Medina,VIP,0
CUST_01866,2021-07-06,Dammam,Retail,0
CUST_01867,2021-10-01,Medina,Retail,1
CUST_01868,2020-07-03,Riyadh,Retail,0
CUST_01869,2020-07-10,Medina,Retail,0
CUST_01870,2022-04-23,Mecca,Retail,0
CUST_01871,2022-04-08,Medina,VIP,2
CUST_01872,2021-08-02,Riyadh,Retail,0
CUST_01873,2020-05-31,Jeddah,Retail,0
CUST_01874,2020-11-03,Mecca,Retail,1
CUST_01875,2020-03-06,Jeddah,VIP,0
CUST_01876,2020-10-20,Jeddah,Retail,0
CUST_01877,2021-02-19,Jeddah,Retail,0
CUST_01878,2020-09-08,Dammam,Retail,0
CUST_01879,2021-03-22,Mecca,Retail,0
CUST_01880,2020-06-12,Dammam,Retail,0
CUST_01881,2022-04-02,Dammam,Retail,0
CUST_01882,2022-05-22,Riyadh,Corporate,0
CUST_01883,2020-01-21,Riyadh,VIP,0
CUST_01884,2021-09-08,Dammam,VIP,2
CUST_01885,2021-02-20,Dammam,Retail,1
CUST_01886,2021-02-10,Jeddah,Retail,0
CUST_01887,2021-05-27,Riyadh,Retail,1
CUST_01888,2022-03-04,Medina,Retail,1
CUST_01889,2020-08-31,Medina,Retail,1
CUST_01890,2020-12-03,Medina,Retail,1
CUST_01891,2022-01-31,Jeddah,Corporate,0
CUST_01892,2020-04-19,Jeddah,Retail,0
CUST_01893,2021-02-22,Dammam,VIP,0
CUST_01894,2021-06-30,Dammam,Retail,0
CUST_01895,2021-07-12,Mecca,Retail,0
CUST_01896,2020-10-11,Jeddah,Retail,1
CUST_01897,2022-04-21,Dammam,Retail,2
CUST_01898,2021-09-12,Riyadh,VIP,0
CUST_01899,2020-02-25,Jeddah,Retail,0
CUST_01900,2021-10-16,Dammam,Corporate,0
CUST_01901,2021-07-01,Jeddah,VIP,0
CUST_01902,2021-02-06,Dammam,Retail,2
CUST_01903,2022-02-13,Jeddah,Retail,1
CUST_01904,2020-06-13,Mecca,Retail,1
CUST_01905,2022-02-24,Mecca,Retail,0
CUST_01906,2020-03-23,Mecca,Retail,0
CUST_01907,2022-05-11,Dammam,Retail,1
CUST_01908,2022-04-19,Riyadh,VIP,0
CUST_01909,2021-06-02,Riyadh,Retail,0
CUST_01910,2022-04-12,Medina,Retail,0
CUST_01911,2020-01-29,Riyadh,Retail,0
CUST_01912,2021-03-30,Jeddah,Retail,0
CUST_01913,2020-11-08,Dammam,Retail,0
CUST_01914,2020-09-12,Medina,Retail,1
CUST_01915,2021-10-26,Jeddah,VIP,0
CUST_01916,2022-03-22,Dammam,Retail,1
CUST_01917,2020-05-16,Dammam,Retail,0
CUST_01918,2020-12-01,Dammam,Retail,0
CUST_01919,2020-07-05,Mecca,VIP,2
CUST_01920,2021-08-07,Jeddah,Retail,0
CUST_01921,2021-07-25,Medina,Retail,2
CUST_01922,2021-04-18,Jeddah,Retail,1
CUST_01923,2020-02-20,Mecca,Retail,0
CUST_01924,2020-06-01,Riyadh,Corporate,0
CUST_01925,2021-08-03,Riyadh,Retail,0
CUST_01926,2022-03-02,Mecca,VIP,0
CUST_01927,2020-08-17,Jeddah,Retail,1
CUST_01928,2022-03-11,Dammam,Retail,0
CUST_01929,2020-05-13,Mecca,VIP,0
CUST_01930,2022-04-23,Dammam,Retail,0
CUST_01931,2020-07-03,Mecca,Retail,0
CUST_01932,2020-09-25,Jeddah,Retail,2
CUST_01933,2021-01-13,Medina,Retail,0
CUST_01934,2020-01-11,Mecca,Retail,0
CUST_01935,2021-12-10,Mecca,Retail,1
CUST_01936,2021-12-26,Mecca,Retail,0
CUST_01937,2020-04-07,Medina,Retail,0
CUST_01938,2020-08-28,Mecca,Corporate,3
CUST_01939,2021-11-17,Medina,Retail,1
CUST_01940,2020-01-06,Dammam,Retail,0
CUST_01941,2021-02-08,Dammam,Retail,1
CUST_01942,2020-02-12,Medina,Retail,0
CUST_01943,2021-05-19,Dammam,VIP,0
CUST_01944,2020-11-20,Medina,Retail,0
CUST_01945,2020-11-16,Riyadh,Corporate,0
CUST_01946,2022-05-04,Dammam,Retail,2
CUST_01947,2020-10-16,Dammam,Retail,1
CUST_01948,2020-09-27,Medina,Retail,1
CUST_01949,2020-11-19,Mecca,Retail,0
CUST_01950,2022-05-23,Mecca,Retail,0
CUST_01951,2020-08-23,Jeddah,Retail,0
CUST_01952,2021-12-23,Mecca,Retail,3
CUST_01953,2021-05-21,Riyadh,Retail,3
CUST_01954,2021-07-28,Mecca,Retail,0
CUST_01955,2022-01-07,Jeddah,Retail,0
CUST_01956,2022-06-08,Dammam,Retail,0
CUST_01957,2021-06-04,Dammam,Retail,0
CUST_01958,2020-08-05,Medina,Corporate,0
CUST_01959,2022-02-24,Medina,Retail,2
CUST_01960,2020-09-09,Mecca,Retail,1
CUST_01961,2020-01-27,Dammam,Retail,0
CUST_01962,2021-02-07,Dammam,Retail,2
CUST_01963,2022-05-07,Dammam,Retail,0
CUST_01964,2022-04-30,Mecca,Retail,2
CUST_01965,2021-08-31,Riyadh,Retail,0
CUST_01966,2021-09-29,Mecca,Retail,1
CUST_01967,2022-01-21,Medina,Retail,1
CUST_01968,2022-03-31,Dammam,Retail,0
CUST_01969,2020-03-13,Medina,Corporate,0
CUST_01970,2021-02-12,Dammam,Retail,2
CUST_01971,2022-06-05,Mecca,Retail,1
CUST_01972,2020-06-15,Mecca,Retail,0
CUST_01973,2022-02-09,Jeddah,Retail,0
CUST_01974,2021-03-18,Dammam,Corporate,0
CUST_01975,2021-01-02,Riyadh,VIP,0
CUST_01976,2021-05-16,Mecca,VIP,0
CUST_01977,2021-07-30,Medina,Retail,1
CUST_01978,2022-04-10,Dammam,Retail,0
CUST_01979,2021-03-12,Riyadh,Retail,0
CUST_01980,2021-04-19,Jeddah,Retail,1
CUST_01981,2021-05-22,Medina,Retail,0
CUST_01982,2020-10-24,Mecca,Retail,2
CUST_01983,2021-05-04,Dammam,Retail,0
CUST_01984,2020-11-03,Jeddah,Retail,0
CUST_01985,2020-02-18,Medina,Retail,0
CUST_01986,2020-04-20,Medina,Retail,0
CUST_01987,2021-11-07,Medina,VIP,0
CUST_01988,2021-08-22,Riyadh,Retail,0
CUST_01989,2022-01-28,Mecca,Retail,0
CUST_01990,2021-02-06,Riyadh,Retail,1
CUST_01991,2020-10-31,Dammam,Retail,0
CUST_01992,2021-11-17,Mecca,Retail,0
CUST_01993,2022-06-11,Jeddah,Retail,0
CUST_01994,2021-09-10,Dammam,VIP,0
CUST_01995,2021-07-01,Riyadh,Retail,0
CUST_01996,2020-06-24,Mecca,Retail,0
CUST_01997,2021-11-04,Medina,Retail,0
CUST_01998,2022-04-12,Medina,Retail,0
CUST_01999,2021-12-07,Mecca,VIP,0
