attributionid,orderid,campaignid,revenue,channel,platform
A001463,ORD004275,CAMP0235,44.44,Web,tiktok
A001464,ORD001158,CAMP0015,26.25,Mobile,meta
A001465,ORD002740,CAMP0172,19.24,Mobile,tiktok
A001466,ORD000981,CAMP0240,36.68,Web,meta
A001467,ORD003097,CAMP0042,100.66,Web,meta
A001468,ORD001232,CAMP0078,58.2,Web,snapchat
A001469,ORD000828,CAMP0210,417.92,Web,snapchat
A001470,ORD000898,CAMP0008,252.66,Mobile,tiktok
A001471,ORD000190,CAMP0083,62.55,Web,meta
A001472,ORD000108,CAMP0144,57.69,Mobile,tiktok
A001473,ORD004441,CAMP0086,255.56,Mobile,snapchat
A001474,ORD001924,CAMP0113,190.89,Web,snapchat
A001475,ORD000473,CAMP0067,31.14,Retail,tiktok
A001476,ORD000241,CAMP0064,12.87,Mobile,google
A001477,ORD004355,CAMP0087,90.76,Web,snapchat
A001478,ORD002005,CAMP0002,26.64,Web,tiktok
A001479,ORD003314,CAMP0246,31.48,Web,tiktok
A001480,ORD004571,CAMP0185,78.08,Web,meta
A001481,ORD004585,CAMP0232,21.9,Web,meta
A001482,ORD004611,CAMP0100,381.78,Web,snapchat
A001483,ORD003806,CAMP0237,73.4,Web,snapchat
A001484,ORD002496,CAMP0021,12.68,Web,google
A001485,ORD004550,CAMP0157,121.5,Web,tiktok
A001486,ORD003508,CAMP0107,38.71,Web,meta
A001487,ORD001292,CAMP0065,121.1,Retail,tiktok
A001488,ORD002068,CAMP0225,348.85,Mobile,snapchat
A001489,ORD001192,CAMP0209,59.66,Mobile,snapchat
A001490,ORD000732,CAMP0157,9.8,Web,tiktok
A001491,ORD000753,CAMP0136,14.48,Mobile,meta
A001492,ORD001374,CAMP0077,18.88,Mobile,tiktok
A001493,ORD003856,CAMP0049,33.5,Retail,google
A001494,ORD002622,CAMP0245,12.79,Mobile,snapchat
A001495,ORD004165,CAMP0188,71.48,Web,snapchat
A001496,ORD001046,CAMP0158,8.8,Web,snapchat
A001497,ORD002686,CAMP0195,41.04,Mobile,tiktok
A001498,ORD000248,CAMP0025,34.68,Mobile,google
A001499,ORD000019,CAMP0008,13.2,Web,tiktok
A001500,ORD003411,CAMP0085,32.52,Mobile,meta
A001501,ORD004484,CAMP0211,97.87,Mobile,snapchat
A001502,ORD001954,CAMP0064,15.35,Mobile,meta
A001503,ORD000665,CAMP0025,64.8,Retail,tiktok
A001504,ORD004584,CAMP0093,312.72,Mobile,google
A001505,ORD001267,CAMP0199,9.04,Retail,tiktok
A001506,ORD001498,CAMP0161,2.28,Retail,snapchat
A001507,ORD004590,CAMP0148,222.78,Web,snapchat
A001508,ORD003150,CAMP0018,13.32,Web,tiktok
A001509,ORD000904,CAMP0043,131.82,Web,google
A001510,ORD002705,CAMP0073,233.42,Mobile,tiktok
A001511,ORD001598,CAMP0153,227.65,Retail,tiktok
A001512,ORD004003,CAMP0015,3.54,Mobile,snapchat
A001513,ORD002112,CAMP0068,16.7,Mobile,google
A001514,ORD003639,CAMP0011,67.66,Mobile,google
A001515,ORD000754,CAMP0247,149.79,Web,meta
A001516,ORD000832,CAMP0103,31.8,Mobile,tiktok
A001517,ORD004313,CAMP0008,67.88,Web,google
A001518,ORD004211,CAMP0075,2.96,Web,meta
A001519,ORD000520,CAMP0088,49.44,Web,tiktok
A001520,ORD002074,CAMP0012,308.48,Web,google
A001521,ORD003895,CAMP0047,31.35,Mobile,google
A001522,ORD000046,CAMP0171,38.9,Web,tiktok
A001523,ORD000444,CAMP0240,66.9,Web,google
A001524,ORD004345,CAMP0174,522.4,Mobile,google
A001525,ORD000854,CAMP0184,450.2,Mobile,google
A001526,ORD004826,CAMP0014,57.36,Mobile,tiktok
A001527,ORD003048,CAMP0015,2.93,Mobile,snapchat
A001528,ORD000636,CAMP0025,297.34,Web,google
A001529,ORD003620,CAMP0038,17.5,Mobile,meta
A001530,ORD002024,CAMP0005,103.9,Mobile,meta
A001531,ORD004738,CAMP0250,60.64,Web,meta
A001532,ORD002195,CAMP0086,2.82,Mobile,snapchat
A001533,ORD000362,CAMP0184,123.08,Retail,tiktok
A001534,ORD000386,CAMP0171,20.36,Web,google
A001535,ORD001710,CAMP0030,38.71,Retail,google
A001536,ORD000425,CAMP0005,188.58,Retail,google
A001537,ORD003211,CAMP0186,638.9,Web,snapchat
A001538,ORD000508,CAMP0166,9.26,Mobile,snapchat
A001539,ORD003884,CAMP0065,24.44,Retail,snapchat
A001540,ORD003288,CAMP0169,50.3,Mobile,tiktok
A001541,ORD004466,CAMP0068,45.02,Web,snapchat
A001542,ORD000507,CAMP0144,72.16,Web,snapchat
A001543,ORD000853,CAMP0008,264.72,Retail,google
A001544,ORD004622,CAMP0189,103.9,Web,google
A001545,ORD003070,CAMP0022,48.98,Mobile,meta
A001546,ORD004639,CAMP0231,154.24,Retail,snapchat
A001547,ORD002951,CAMP0213,45.75,Web,meta
A001548,ORD001001,CAMP0250,111.68,Web,meta
A001549,ORD004597,CAMP0249,194.84,Retail,tiktok
A001550,ORD003396,CAMP0075,24.59,Retail,google
A001551,ORD000903,CAMP0027,32.0,Mobile,tiktok
A001552,ORD002023,CAMP0182,251.5,Mobile,google
A001553,ORD000077,CAMP0035,53.27,Web,meta
A001554,ORD000129,CAMP0088,53.05,Mobile,meta
A001555,ORD001692,CAMP0131,214.08,Mobile,google
A001556,ORD000185,CAMP0134,15.13,Web,tiktok
A001557,ORD001291,CAMP0117,26.52,Web,meta
A001558,ORD002563,CAMP0091,166.28,Retail,snapchat
A001559,ORD001895,CAMP0016,94.08,Web,meta
A001560,ORD002067,CAMP0044,15.09,Web,google
A001561,ORD002107,CAMP0149,97.54,Web,tiktok
A001562,ORD000291,CAMP0069,24.04,Web,tiktok
A001563,ORD003359,CAMP0080,37.64,Mobile,tiktok
A001564,ORD003224,CAMP0014,101.12,Retail,meta
A001565,ORD002926,CAMP0231,28.96,Retail,meta
A001566,ORD002393,CAMP0152,33.44,Web,tiktok
A001567,ORD003436,CAMP0127,44.1,Mobile,tiktok
A001568,ORD003433,CAMP0227,45.54,Web,snapchat
A001569,ORD001998,CAMP0215,45.88,Web,tiktok
A001570,ORD003021,CAMP0013,39.37,Web,tiktok
A001571,ORD002401,CAMP0015,101.43,Web,tiktok
A001572,ORD000944,CAMP0168,75.01,Mobile,snapchat
A001573,ORD002190,CAMP0234,18.34,Web,snapchat
A001574,ORD003300,CAMP0057,26.52,Web,tiktok
A001575,ORD001220,CAMP0175,316.0,Mobile,meta
A001576,ORD004723,CAMP0076,36.06,Web,tiktok
A001577,ORD004591,CAMP0242,17.5,Mobile,tiktok
A001578,ORD003810,CAMP0057,245.28,Mobile,snapchat
A001579,ORD000079,CAMP0242,33.26,Web,snapchat
A001580,ORD000833,CAMP0173,6.32,Mobile,tiktok
A001581,ORD003345,CAMP0113,84.16,Web,google
A001582,ORD001947,CAMP0176,66.93,Retail,google
A001583,ORD004538,CAMP0192,98.62,Mobile,tiktok
A001584,ORD001000,CAMP0186,123.7,Mobile,meta
A001585,ORD003797,CAMP0189,30.04,Web,snapchat
A001586,ORD002653,CAMP0017,6.97,Mobile,google
A001587,ORD001533,CAMP0234,126.8,Retail,tiktok
A001588,ORD001144,CAMP0203,14.82,Web,google
A001589,ORD001363,CAMP0027,38.12,Mobile,tiktok
A001590,ORD001266,CAMP0118,8.8,Mobile,meta
A001591,ORD001525,CAMP0224,231.66,Web,meta
A001592,ORD002321,CAMP0185,44.04,Mobile,tiktok
A001593,ORD002468,CAMP0242,7.79,Web,tiktok
A001594,ORD003347,CAMP0184,10.21,Web,snapchat
A001595,ORD003445,CAMP0132,25.8,Web,tiktok
A001596,ORD003249,CAMP0055,312.72,Web,meta
A001597,ORD002827,CAMP0054,16.32,Web,tiktok
A001598,ORD001243,CAMP0059,83.14,Retail,tiktok
A001599,ORD002617,CAMP0179,69.57,Web,meta
A001600,ORD002443,CAMP0172,2.28,Web,meta
A001601,ORD003415,CAMP0018,11.38,Mobile,tiktok
A001602,ORD003485,CAMP0154,87.24,Mobile,google
A001603,ORD003909,CAMP0025,25.39,Mobile,meta
A001604,ORD004507,CAMP0219,66.8,Web,tiktok
A001605,ORD004728,CAMP0006,103.29,Retail,google
A001606,ORD004951,CAMP0171,14.93,Retail,snapchat
A001607,ORD002691,CAMP0202,55.84,Mobile,meta
A001608,ORD003738,CAMP0060,242.4,Web,tiktok
A001609,ORD001111,CAMP0111,24.28,Web,snapchat
A001610,ORD001239,CAMP0023,116.6,Mobile,google
A001611,ORD001678,CAMP0019,50.1,Web,tiktok
A001612,ORD000210,CAMP0229,37.98,Web,tiktok
A001613,ORD001832,CAMP0100,189.64,Mobile,meta
A001614,ORD004294,CAMP0232,13.26,Web,google
A001615,ORD003972,CAMP0172,36.44,Web,meta
A001616,ORD001719,CAMP0210,52.44,Web,meta
A001617,ORD002370,CAMP0102,164.46,Retail,google
A001618,ORD000247,CAMP0014,8.4,Mobile,tiktok
A001619,ORD001576,CAMP0085,44.44,Web,snapchat
A001620,ORD003342,CAMP0065,82.1,Mobile,snapchat
A001621,ORD001734,CAMP0227,50.76,Web,tiktok
A001622,ORD002562,CAMP0079,30.09,Web,meta
A001623,ORD001731,CAMP0093,64.0,Mobile,snapchat
A001624,ORD003133,CAMP0169,120.48,Web,google
A001625,ORD001219,CAMP0057,159.58,Web,meta
A001626,ORD001526,CAMP0132,208.96,Retail,meta
A001627,ORD001123,CAMP0099,10.21,Mobile,snapchat
A001628,ORD001488,CAMP0137,330.75,Mobile,snapchat
A001629,ORD002410,CAMP0078,187.84,Web,google
A001630,ORD004234,CAMP0248,131.82,Web,meta
A001631,ORD003595,CAMP0013,205.3,Web,meta
A001632,ORD002998,CAMP0153,356.85,Web,google
A001633,ORD003978,CAMP0161,69.72,Web,snapchat
A001634,ORD002507,CAMP0021,13.94,Web,google
A001635,ORD003598,CAMP0018,22.94,Web,snapchat
A001636,ORD000940,CAMP0197,4.56,Mobile,meta
A001637,ORD000121,CAMP0145,60.03,Mobile,google
A001638,ORD003982,CAMP0032,18.24,Web,snapchat
A001639,ORD003983,CAMP0024,386.96,Mobile,meta
A001640,ORD001039,CAMP0102,24.97,Web,snapchat
A001641,ORD003064,CAMP0009,67.82,Retail,snapchat
A001642,ORD003886,CAMP0029,22.1,Retail,snapchat
A001643,ORD001101,CAMP0180,13.26,Web,google
A001644,ORD003157,CAMP0150,5.27,Mobile,snapchat
A001645,ORD003484,CAMP0063,262.05,Retail,meta
A001646,ORD002035,CAMP0165,4.66,Web,snapchat
A001647,ORD003585,CAMP0172,197.24,Web,meta
A001648,ORD001260,CAMP0112,175.82,Web,meta
A001649,ORD004302,CAMP0038,132.03,Web,snapchat
A001650,ORD002398,CAMP0057,86.8,Mobile,google
A001651,ORD002946,CAMP0064,142.89,Web,google
A001652,ORD004784,CAMP0238,133.96,Web,tiktok
A001653,ORD001452,CAMP0249,14.53,Web,meta
A001654,ORD001300,CAMP0131,852.6,Retail,google
A001655,ORD002707,CAMP0122,12.87,Mobile,snapchat
A001656,ORD004471,CAMP0113,18.2,Web,google
A001657,ORD000067,CAMP0025,5.88,Web,google
A001658,ORD003870,CAMP0085,19.06,Mobile,meta
A001659,ORD000531,CAMP0177,54.33,Retail,snapchat
A001660,ORD004424,CAMP0125,227.8,Mobile,google
A001661,ORD002229,CAMP0153,7.98,Mobile,snapchat
A001662,ORD004394,CAMP0202,10.28,Web,snapchat
A001663,ORD002065,CAMP0178,49.18,Web,meta
A001664,ORD000494,CAMP0220,16.72,Web,meta
A001665,ORD002813,CAMP0012,27.92,Retail,snapchat
A001666,ORD002015,CAMP0227,151.81,Web,snapchat
A001667,ORD002761,CAMP0090,7.79,Web,meta
A001668,ORD001981,CAMP0229,95.0,Web,meta
A001669,ORD004530,CAMP0071,15.09,Web,snapchat
A001670,ORD004279,CAMP0078,7.98,Mobile,meta
A001671,ORD001833,CAMP0073,60.64,Mobile,tiktok
A001672,ORD002052,CAMP0126,202.9,Mobile,google
A001673,ORD000034,CAMP0224,82.12,Retail,tiktok
A001674,ORD001258,CAMP0006,91.06,Web,google
A001675,ORD004632,CAMP0102,41.25,Retail,tiktok
A001676,ORD000188,CAMP0126,7.79,Mobile,tiktok
A001677,ORD001872,CAMP0241,99.29,Web,google
A001678,ORD002710,CAMP0055,30.69,Web,snapchat
A001679,ORD001334,CAMP0133,64.0,Web,tiktok
A001680,ORD002810,CAMP0250,34.86,Web,tiktok
A001681,ORD001902,CAMP0246,122.64,Web,snapchat
A001682,ORD001695,CAMP0091,126.8,Web,meta
A001683,ORD004285,CAMP0104,36.81,Web,meta
A001684,ORD004160,CAMP0134,166.28,Web,tiktok
A001685,ORD000294,CAMP0163,66.15,Web,google
A001686,ORD002135,CAMP0202,61.0,Web,tiktok
A001687,ORD000004,CAMP0225,7.72,Retail,google
A001688,ORD001623,CAMP0112,38.09,Web,meta
A001689,ORD002663,CAMP0149,903.36,Web,meta
A001690,ORD003726,CAMP0234,82.15,Retail,snapchat
A001691,ORD003016,CAMP0094,53.76,Mobile,meta
A001692,ORD004289,CAMP0061,99.86,Mobile,meta
A001693,ORD002769,CAMP0129,312.0,Mobile,meta
A001694,ORD000908,CAMP0160,13.62,Mobile,snapchat
A001695,ORD002985,CAMP0126,284.2,Web,google
A001696,ORD004823,CAMP0082,107.04,Web,tiktok
A001697,ORD003353,CAMP0061,28.68,Retail,tiktok
A001698,ORD004174,CAMP0088,61.64,Mobile,meta
A001699,ORD002242,CAMP0199,48.04,Web,google
A001700,ORD001036,CAMP0173,47.9,Web,google
A001701,ORD003904,CAMP0077,109.63,Web,tiktok
A001702,ORD003289,CAMP0087,29.4,Mobile,google
A001703,ORD003747,CAMP0079,82.15,Web,google
A001704,ORD004997,CAMP0211,45.75,Web,snapchat
A001705,ORD000258,CAMP0196,29.36,Mobile,meta
A001706,ORD001913,CAMP0136,16.26,Web,snapchat
A001707,ORD003772,CAMP0162,8.29,Mobile,snapchat
A001708,ORD002896,CAMP0059,223.94,Retail,tiktok
A001709,ORD001318,CAMP0186,148.2,Mobile,google
A001710,ORD000764,CAMP0085,41.15,Mobile,google
A001711,ORD004282,CAMP0118,19.47,Mobile,google
A001712,ORD001485,CAMP0105,402.64,Mobile,meta
A001713,ORD004450,CAMP0116,81.04,Web,tiktok
A001714,ORD001529,CAMP0096,351.64,Mobile,google
A001715,ORD000808,CAMP0021,15.96,Web,tiktok
A001716,ORD002203,CAMP0068,85.04,Web,meta
A001717,ORD003658,CAMP0247,42.51,Web,google
A001718,ORD001862,CAMP0002,31.8,Mobile,snapchat
A001719,ORD002029,CAMP0070,102.52,Mobile,google
A001720,ORD004233,CAMP0021,27.57,Retail,meta
A001721,ORD004208,CAMP0207,37.45,Mobile,tiktok
A001722,ORD001130,CAMP0015,66.9,Web,google
A001723,ORD002342,CAMP0180,18.94,Mobile,snapchat
A001724,ORD002141,CAMP0131,61.0,Web,meta
A001725,ORD000025,CAMP0169,51.16,Web,google
A001726,ORD001578,CAMP0233,66.93,Web,snapchat
A001727,ORD001252,CAMP0228,25.5,Mobile,meta
A001728,ORD004753,CAMP0147,14.08,Mobile,google
A001729,ORD004361,CAMP0186,19.22,Retail,google
A001730,ORD003324,CAMP0249,166.28,Mobile,tiktok
A001731,ORD004100,CAMP0197,23.04,Web,google
A001732,ORD003115,CAMP0061,97.54,Mobile,tiktok
A001733,ORD004671,CAMP0139,6.97,Web,tiktok
A001734,ORD000602,CAMP0010,69.77,Web,meta
A001735,ORD000356,CAMP0114,80.04,Web,snapchat
A001736,ORD003761,CAMP0076,99.08,Web,tiktok
A001737,ORD002828,CAMP0058,40.23,Web,google
A001738,ORD002395,CAMP0092,20.12,Mobile,snapchat
A001739,ORD004715,CAMP0100,18.24,Mobile,tiktok
A001740,ORD003838,CAMP0058,34.61,Web,meta
A001741,ORD001457,CAMP0068,212.56,Web,tiktok
A001742,ORD001974,CAMP0039,20.6,Mobile,tiktok
A001743,ORD003924,CAMP0061,10.63,Mobile,snapchat
A001744,ORD000220,CAMP0149,55.83,Web,tiktok
A001745,ORD000053,CAMP0071,51.9,Mobile,snapchat
A001746,ORD004118,CAMP0220,455.6,Web,google
A001747,ORD002272,CAMP0175,14.68,Web,snapchat
A001748,ORD001965,CAMP0095,7.3,Web,snapchat
A001749,ORD000617,CAMP0012,383.34,Web,tiktok
A001750,ORD003577,CAMP0002,135.75,Web,tiktok
A001751,ORD000084,CAMP0065,16.26,Web,google
A001752,ORD001848,CAMP0214,79.79,Mobile,tiktok
A001753,ORD001966,CAMP0049,8.84,Web,meta
A001754,ORD000505,CAMP0066,17.36,Web,snapchat
A001755,ORD000709,CAMP0113,142.62,Mobile,meta
A001756,ORD003968,CAMP0021,41.91,Retail,tiktok
A001757,ORD001738,CAMP0201,11.47,Web,tiktok
A001758,ORD002519,CAMP0215,13.74,Web,snapchat
A001759,ORD000806,CAMP0043,193.48,Web,meta
A001760,ORD001165,CAMP0133,50.78,Web,google
A001761,ORD000913,CAMP0232,184.6,Web,tiktok
A001762,ORD001661,CAMP0191,66.04,Web,google
A001763,ORD003815,CAMP0034,109.63,Mobile,google
A001764,ORD002666,CAMP0147,106.54,Web,meta
A001765,ORD004465,CAMP0209,24.54,Web,tiktok
A001766,ORD002299,CAMP0054,69.77,Mobile,meta
A001767,ORD002567,CAMP0137,55.55,Web,snapchat
A001768,ORD004376,CAMP0118,86.45,Web,snapchat
A001769,ORD000983,CAMP0139,82.12,Web,meta
A001770,ORD003283,CAMP0231,222.78,Web,google
A001771,ORD004286,CAMP0227,20.19,Retail,meta
A001772,ORD000354,CAMP0001,83.5,Mobile,meta
A001773,ORD004026,CAMP0041,271.28,Mobile,google
A001774,ORD001826,CAMP0150,26.64,Mobile,google
A001775,ORD001907,CAMP0183,12.87,Web,meta
A001776,ORD001412,CAMP0042,67.67,Retail,tiktok
A001777,ORD001511,CAMP0243,57.26,Web,google
A001778,ORD002996,CAMP0189,166.44,Mobile,tiktok
A001779,ORD003384,CAMP0238,80.46,Web,snapchat
A001780,ORD002645,CAMP0239,74.2,Web,snapchat
A001781,ORD002064,CAMP0006,36.81,Web,snapchat
A001782,ORD001593,CAMP0049,12.65,Web,tiktok
A001783,ORD000748,CAMP0003,150.65,Web,meta
A001784,ORD003352,CAMP0155,40.17,Web,google
A001785,ORD000538,CAMP0001,8.19,Retail,snapchat
A001786,ORD003331,CAMP0066,12.66,Web,tiktok
A001787,ORD003180,CAMP0185,7.08,Web,google
A001788,ORD003089,CAMP0080,190.89,Web,google
A001789,ORD001137,CAMP0202,49.0,Web,meta
A001790,ORD001188,CAMP0234,53.56,Web,google
A001791,ORD001860,CAMP0131,63.2,Mobile,meta
A001792,ORD002532,CAMP0237,19.53,Retail,meta
A001793,ORD000751,CAMP0026,123.7,Mobile,tiktok
A001794,ORD001027,CAMP0173,8.82,Retail,google
A001795,ORD002228,CAMP0020,189.29,Web,tiktok
A001796,ORD002379,CAMP0056,19.23,Mobile,google
A001797,ORD003648,CAMP0062,94.4,Retail,snapchat
A001798,ORD000397,CAMP0249,26.52,Retail,google
A001799,ORD002987,CAMP0024,68.31,Mobile,meta
A001800,ORD004848,CAMP0013,40.71,Web,tiktok
A001801,ORD002851,CAMP0204,288.09,Web,tiktok
A001802,ORD003507,CAMP0213,34.61,Web,tiktok
A001803,ORD002241,CAMP0088,32.0,Mobile,google
A001804,ORD003647,CAMP0014,295.86,Web,tiktok
A001805,ORD001353,CAMP0233,903.36,Web,snapchat
A001806,ORD002879,CAMP0160,98.28,Mobile,snapchat
A001807,ORD004337,CAMP0230,41.04,Web,google
A001808,ORD002646,CAMP0223,164.24,Web,meta
A001809,ORD001208,CAMP0040,74.91,Mobile,google
A001810,ORD003656,CAMP0078,112.92,Retail,snapchat
A001811,ORD002384,CAMP0161,18.94,Mobile,tiktok
A001812,ORD001295,CAMP0092,61.54,Mobile,tiktok
A001813,ORD000475,CAMP0186,18.96,Web,tiktok
A001814,ORD003456,CAMP0249,90.04,Mobile,google
A001815,ORD001802,CAMP0211,17.43,Web,snapchat
A001816,ORD003821,CAMP0049,337.65,Mobile,google
A001817,ORD000786,CAMP0008,76.48,Mobile,tiktok
A001818,ORD001873,CAMP0040,97.87,Web,meta
A001819,ORD001669,CAMP0170,17.03,Web,tiktok
A001820,ORD000572,CAMP0068,6.34,Web,google
A001821,ORD004481,CAMP0092,205.11,Retail,google
A001822,ORD004851,CAMP0185,29.59,Mobile,snapchat
A001823,ORD000692,CAMP0169,349.11,Web,snapchat
A001824,ORD005000,CAMP0060,205.3,Mobile,meta
A001825,ORD000760,CAMP0061,48.24,Web,tiktok
A001826,ORD004230,CAMP0033,41.14,Web,meta
A001827,ORD004312,CAMP0238,29.36,Mobile,snapchat
A001828,ORD003946,CAMP0170,11.65,Web,tiktok
A001829,ORD002506,CAMP0075,10.63,Web,snapchat
A001830,ORD004122,CAMP0132,20.06,Retail,google
A001831,ORD001868,CAMP0245,35.0,Web,snapchat
A001832,ORD000105,CAMP0040,18.3,Web,google
A001833,ORD003737,CAMP0009,284.2,Web,tiktok
A001834,ORD000376,CAMP0077,25.1,Mobile,snapchat
A001835,ORD001091,CAMP0129,205.04,Web,snapchat
A001836,ORD004695,CAMP0151,34.68,Mobile,snapchat
A001837,ORD001389,CAMP0079,58.7,Retail,snapchat
A001838,ORD001850,CAMP0121,58.9,Mobile,google
A001839,ORD004150,CAMP0241,22.47,Retail,meta
A001840,ORD002133,CAMP0128,262.2,Retail,meta
A001841,ORD000070,CAMP0157,24.54,Mobile,snapchat
A001842,ORD003753,CAMP0034,20.91,Web,meta
A001843,ORD003964,CAMP0180,25.9,Mobile,meta
A001844,ORD001824,CAMP0048,179.46,Mobile,snapchat
A001845,ORD002282,CAMP0070,188.58,Retail,snapchat
A001846,ORD002378,CAMP0140,96.99,Web,meta
A001847,ORD000317,CAMP0225,27.92,Web,tiktok
A001848,ORD003169,CAMP0201,162.99,Retail,meta
A001849,ORD002467,CAMP0220,55.48,Mobile,tiktok
A001850,ORD004799,CAMP0153,83.94,Mobile,meta
A001851,ORD001542,CAMP0162,63.6,Web,meta
A001852,ORD001299,CAMP0113,297.87,Retail,google
A001853,ORD002504,CAMP0159,13.32,Web,tiktok
A001854,ORD001801,CAMP0153,15.35,Web,google
A001855,ORD001366,CAMP0066,107.52,Retail,tiktok
A001856,ORD000114,CAMP0090,29.68,Mobile,tiktok
A001857,ORD003554,CAMP0241,75.01,Web,google
A001858,ORD004309,CAMP0163,297.34,Retail,snapchat
A001859,ORD002894,CAMP0174,43.12,Web,meta
A001860,ORD002207,CAMP0193,169.05,Mobile,google
A001861,ORD002286,CAMP0246,11.65,Retail,google
A001862,ORD001588,CAMP0228,183.0,Mobile,google
A001863,ORD002237,CAMP0101,39.18,Web,tiktok
A001864,ORD001975,CAMP0085,18.99,Web,meta
A001865,ORD003243,CAMP0175,92.46,Mobile,google
A001866,ORD002521,CAMP0147,251.52,Retail,google
A001867,ORD003398,CAMP0170,189.6,Web,snapchat
A001868,ORD003114,CAMP0230,13.02,Web,snapchat
A001869,ORD001949,CAMP0243,7.0,Web,google
A001870,ORD002080,CAMP0111,80.1,Retail,tiktok
A001871,ORD001470,CAMP0074,463.15,Web,tiktok
A001872,ORD000984,CAMP0107,5.64,Web,google
A001873,ORD003592,CAMP0188,77.13,Web,snapchat
A001874,ORD002984,CAMP0001,13.53,Web,google
A001875,ORD003834,CAMP0223,63.6,Web,snapchat
A001876,ORD001662,CAMP0091,97.87,Web,tiktok
A001877,ORD004567,CAMP0189,44.68,Mobile,tiktok
A001878,ORD004474,CAMP0018,2.96,Web,google
A001879,ORD002049,CAMP0096,275.88,Web,tiktok
A001880,ORD003034,CAMP0093,147.94,Web,google
A001881,ORD003949,CAMP0144,3.07,Web,tiktok
A001882,ORD000476,CAMP0068,300.9,Web,meta
A001883,ORD004437,CAMP0042,93.92,Web,meta
A001884,ORD004929,CAMP0133,21.35,Web,meta
A001885,ORD001352,CAMP0143,94.29,Web,google
A001886,ORD004692,CAMP0249,122.64,Mobile,google
A001887,ORD001808,CAMP0069,8.42,Mobile,meta
A001888,ORD003877,CAMP0195,76.28,Mobile,google
A001889,ORD000938,CAMP0116,24.12,Retail,google
A001890,ORD002495,CAMP0092,135.48,Mobile,google
A001891,ORD002302,CAMP0012,86.45,Mobile,google
A001892,ORD002856,CAMP0084,66.04,Web,snapchat
A001893,ORD000807,CAMP0050,80.46,Mobile,meta
A001894,ORD004725,CAMP0023,221.92,Web,google
A001895,ORD003466,CAMP0221,75.76,Web,tiktok
A001896,ORD002541,CAMP0107,3.99,Web,snapchat
A001897,ORD002169,CAMP0196,106.3,Retail,google
A001898,ORD000982,CAMP0008,31.47,Web,snapchat
A001899,ORD003454,CAMP0193,27.36,Web,tiktok
A001900,ORD000315,CAMP0115,15.44,Web,meta
A001901,ORD001522,CAMP0216,27.0,Mobile,meta
A001902,ORD002004,CAMP0245,73.5,Mobile,tiktok
A001903,ORD003007,CAMP0228,89.35,Mobile,snapchat
A001904,ORD003767,CAMP0009,5.69,Web,tiktok
A001905,ORD002211,CAMP0083,80.46,Web,google
A001906,ORD002201,CAMP0135,76.14,Web,tiktok
A001907,ORD004010,CAMP0077,97.42,Web,google
A001908,ORD001989,CAMP0228,7.32,Mobile,google
A001909,ORD002246,CAMP0071,301.16,Web,tiktok
A001910,ORD002790,CAMP0216,5.12,Web,google
A001911,ORD000680,CAMP0169,38.94,Web,meta
A001912,ORD003730,CAMP0062,61.32,Mobile,meta
A001913,ORD002018,CAMP0007,46.5,Mobile,meta
A001914,ORD003735,CAMP0029,73.4,Web,meta
A001915,ORD001520,CAMP0007,196.08,Retail,meta
A001916,ORD000657,CAMP0164,55.48,Retail,meta
A001917,ORD004631,CAMP0036,49.14,Retail,meta
A001918,ORD003509,CAMP0042,50.2,Web,meta
A001919,ORD000134,CAMP0139,82.1,Web,snapchat
A001920,ORD003663,CAMP0210,32.4,Mobile,meta
A001921,ORD003153,CAMP0041,94.29,Web,tiktok
A001922,ORD003383,CAMP0001,79.9,Web,snapchat
A001923,ORD000966,CAMP0141,8.84,Web,snapchat
A001924,ORD002597,CAMP0189,31.8,Mobile,tiktok
A001925,ORD000565,CAMP0182,14.68,Web,meta
A001926,ORD000928,CAMP0111,28.45,Web,tiktok
A001927,ORD002639,CAMP0140,20.85,Web,google
A001928,ORD003185,CAMP0217,29.4,Retail,snapchat
A001929,ORD001099,CAMP0209,45.53,Web,meta
A001930,ORD002454,CAMP0080,7.17,Retail,snapchat
A001931,ORD004496,CAMP0006,255.56,Mobile,google
A001932,ORD001298,CAMP0220,9.04,Web,google
A001933,ORD003424,CAMP0248,52.41,Web,tiktok
A001934,ORD000300,CAMP0049,109.63,Retail,meta
A001935,ORD001305,CAMP0134,763.56,Mobile,google
A001936,ORD002088,CAMP0003,18.04,Retail,tiktok
A001937,ORD002575,CAMP0244,378.58,Web,tiktok
A001938,ORD001284,CAMP0133,572.67,Web,snapchat
A001939,ORD000310,CAMP0247,30.69,Mobile,tiktok
A001940,ORD001963,CAMP0160,90.57,Mobile,tiktok
A001941,ORD003640,CAMP0082,152.12,Retail,tiktok
A001942,ORD001585,CAMP0065,31.7,Mobile,tiktok
A001943,ORD003003,CAMP0063,96.1,Mobile,tiktok
A001944,ORD000253,CAMP0147,15.16,Mobile,tiktok
A001945,ORD001089,CAMP0061,7.31,Web,google
A001946,ORD003341,CAMP0042,489.35,Mobile,meta
A001947,ORD004588,CAMP0094,25.28,Mobile,google
A001948,ORD002658,CAMP0118,179.46,Web,snapchat
A001949,ORD000522,CAMP0216,153.45,Mobile,meta
A001950,ORD004952,CAMP0102,6.34,Mobile,tiktok
A001951,ORD003829,CAMP0076,76.18,Web,meta
